,Unnamed: 0,Brand,Name,ID,sku,comments
56,56,mac,powder kiss velvet blur slim moisturizing matte lipstick,pimprod2035955,2601082,"  Versatile color that goes well with others. Lipstick texture is creamy & stays on longer than others I've tried.  The feel is soft, smooth, and hydrating. However, after an hour, the blur effect becomes more like a feather effect all the way around your mouth. Not pretty. Wears very poorly. Messy.  NO COMPLAINTS  I bought Peppery Pink. It is NOT pink, at all, on my very naturally pale lips. It's orangey. Which is a no-go for me. I only wear pink lip sticks. They better suit my skintone and personality. I am going to try one more from this line. The only pink-ish, fushia-ish color I see: Wild Sumac. I have quite a few bullet lipsticks of Powder Kiss, and a few others that are highly pigmented lipsticks by MAC. Hoping they come out with more pale pink colors, a blue pink, yellow pink, etc. I need more pink lipsticks in my life! {{smile}}  this formulation is by far the best when it comes to wearing matte with having some hydration! Pigmentation is great but the colors are a bit darker than their counterparts. To me that's not a big issue when it comes to pinks colors like Mull It Over which has better opacity on my lips compared to the original powder Kiss formula. Application is smooth with very minimal drag. When comparing Ruby Woo (retro) and Ruby New (PKV) the latter is a tad bit darker. As for duration, I wouldn't say this is a true 8 hour wear. The most fading I see is from the inside of the lips with a touch up needed to refresh the color after a few hours. I find that only lip stains are the best when it comes to withstanding fade from eating and drinking. Overall i love this line!  Very nice covage  Beautiful matte look and stays on for hours!"
57,57,lancÃ´me,l'absolu rouge drama matte lipstick,pimprod2030263,2615631,  Like this product  I wore it for the first time yesterday and it was gorgeous. It took a few swipes for the color to show on my lips. I love all things skincare but I dabble in makeup. I wanted to get one of these since I saw them come out on Lancome's official instagram page and once I saw that they carry them at ulta I couldn't resist. 10/10 I recommend.
58,58,estÃ©e lauder,pure color crÃ¨me lipstick,pimprod2036943,2604692,"  Packaging is great as well as the color. I bought the rebellious rose, I love how its so moisturizing. However, it doesnt last very long. I have to keep reapplying throghout the day. For the price, I was expecting for it to last for an hour at least.  After years of searching I have finally found a lipstick with staying power that doesn't dry out my lips!
Bonus is the color is perfection for me
Thank you, thank you!  Creamy, but too expensive .  Luxurious and creamy; stays on throughout drinking and eating; has a pretty bold color/ makes a statement but not bold enough where I can't wear it to work every day.  It's a gorgeous orangey rose color and looks beautiful on.  I can see why it's the number 1 best selling color from Estee Lauder.  For reference I have fair to medium skin tone with neutral undertones.  Love the store in Dubuque Iowa.  Very helpful young women who know the products well.  Very helpful.  The lipstick goes on smoothly and has a silky consistency. I like that the color is vibrant and slightly stains the lips as the day goes.  Purchased the color 441 - Tea Rose in the Creme formula.  Ulta didn't carry the color I wanted so this was somewhat close. It's a nice neutral, just a little pinker than I wanted.  I think the formula keeps changing and it's a little more greasy/waxy on the lips so staying  power is limited without a pencil.  Purchased a Morphe Soulmate lip liner to go with it that I'm very happy with.  I'm glad I got this on Ulta's 40% off sale.  I would not re-purchase at full price."
59,59,pat mcgrath labs,satinallure lipstick,pimprod2040428,2613774,"  Lately I've been loving visiting my local ulta to swatch products. Bought Negligee on a whim after testing the color on my wrist. Absolutely stunning color! Formula is smooth and a true satin finish. Pairs nicely with a few of my ND palettes. I've worn this lipstick every day since purchasing!  Besides the price, these are the perfect lipstick. I have two shades and both are smooth, lightweight, and extremely comfortable. They dont gather or clump up on the inner lip. Hoping for a sale to buy more!  doesn't last  The color is beautiful, I loved how smooth it feels. It's not a matte color but looks great.  This reminds me a lot of MAC satin lipsticks. I love every one I've gotten by Pat Mcgrath and I probably own about 8 now. Very surprised to see any negative reviews.  Creamy and pigmented formula. It doesn't cling to dry spots or lines. After application I place a tissue over my lips and press a translucent powder on top. Sets the lipstick for the day and it doesn't budge. The first more lux brand of lipstick I see myself repurchasing.  I'm honestly shocked at the poor reviews. Its a great lipstick with an amazing formula. It goes on smooth as butter. Is it expensive? Yes. However the quality is there!"
60,60,mac,retro matte liquid lipcolour,xlsimpprod16011011,2511592,
61,61,e.l.f. cosmetics,sheer slick lipstick,pimprod2040787,2614891,"  I discovered this product a while online and loved it ever since! It stains the lips beautifully and last a while!  Holy moly. This is my favorite lip product I own. Its ALWAYS out of stock, so I get nervous using it! 

Going to buy a few once it returns!! 

Its gorgeous, black honey but better.  This is one of the best products elf carries. Please bring back the other shades!!  I am absolutelt OBSESSED with this lip product! I am a medium-tan skin tone and the color looks amazing without being too red. I wear it every single day and always get so many compliments. It feels like a chapstick and keeps my lips moisturized all day and adds a beautiful sheen to them. I always stock up on this product because it is a staple for me.  Excellent dupe for clinique. I bought 10. 4/10 were broken. Will be exchanging the broken ones.  such good dupe  the shade is beautiful and works on so many diff skin tones. reminds me of black honey by Clinique. more balmy than glossy, which is good to keep in mind."
62,62,dior,rouge dior forever liquid lipstick,pimprod2036844,2605054,"  Purchased the color Forever Glam today and tried it out. Overall like, but not the color I thought it would be. Doe foot applicator is great, it is longwear, nontransfer once it completely dries, but lips felt a little dry after removing and I only wore it for a few hours. The swatch on the Ulta website looks red and super matte; in the bottle, which is frosted, looks like a matte brickish red; in actuality it's a fuchsia, pink red, and while matte, wasn't super matte.  I got the 820 forever unique and it's more brown than that rosy lip color ( i guess). maybe I'm wrong but it doesn't look like the color in the picture. I have yet to try it. I was really looking forward to trying it on. Now noticing in the write your review it shows the color I got. idk it's strange 😕. this product has so many good reviews.  I got the shade 999 because I love a red lip. this formula stays all day and Is the perfect neutral red. the applicator is wonderful because you can be precise with the tip.  I had high hopes for this and purchased the #100. It more pink than beige and very sheer without much pigment or coverage. It does last but its not what I hoped for in a prestige brand.  I bought the shade 999 which is the iconic red. Every time I wear it, I feel like the whimsy, mysterious, beautiful, cig-smoking French (I'm asian) love interest of some confused young art history student  in an indie romantic french arthouse film. or better yet, I feel like the French (again, I'm asian) woman in her 30s living her best single life eating brie and crackers and sipping wine, wearing black and white stripes paired with light blue jeans, hooking up with everyone and everything, and also spends her weekends biking near the Siene River or the Provence lavender countryside. the shade just makes everything about me look.....better. Honestly, what I'm trying to say is every girl deserves a red lipstick that makes her look beautiful, and the Dior 999 is one of those red lipsticks.  Absolutely love!!  These really do stay on. Ths formula is very lightweight and pigmented. I have a few shades, 100 is a pretty nude I use almost every day. 720 and 999 are gorgeous reds. They arent drying like many long wearing lipsticks are. Highly recommend!!"
63,63,morphe,soulmatte velvet lip mousse,pimprod2038219,2608338,"  Love the color and feel of this product  Nice color, last  all day  It's a really nice color, nice application but dried up way too fast and it made my lips feel dry and cakey.  Beautiful color.  This lip duo set is seriously amazing! It's definitely the best I've ever used. The only thing I wish is that it came in more shades of pink!  Amazing color that lasts for hours. Beautiful finish, not too drying for a matte lipstick  I am soooo glad I tried this!! I originally heard about this from an influencer, so I got it in the shade wifey and wow my jaw is on the floor. It's so good. It literally wears stunningly on the lips. I usually don't write reviews but for this, I had to take the time because it's just that good. I just spent $80 on SKKN beauty, Matt lipsticks, and those were absolute trash. Morphy blew SKKN by kim's lipsticks out of the water. I'm so glad I found this. I will definitely be stocking up in purchasing more colors!!!"
64,64,about-face,cherry pick lip color butter,pimprod2037252,2605929,"  OBSESSED with the  grunge vampy lip look, and this shade is perfect for this. it's super glossy and pretty, but be ready to reapply a few times. it's beautiful on and i want more colors!  The color was great and so was the shine. I had to take it off immediately unfortunately because the smell is awful and SO. STRONG!!  I tried the berry smash shade. I expected it to be somewhat pigmented, which its not. Its super sheer and cannot be built up at all. I returned it. Smell is good and texture is non-sticky.  Im giving this 4 stars because I truly like the pigment, formula, and hydrating/nourishing feel of this lip product, however, the smell/taste of these is a bit offputting. I will continue to wear the Pampelmousse shade I bought, because it truly is a ""your lips but better"" shade, but i dislike the scent and taste of this. Its fruity, but in a sickening way. I will probably not be purchasing more shades, because the smell lasts a little bit and I dont like risking getting a headache from my lip product. Overall if you are not bothered by scent, these are a 10/10. They are thinner than the Tarte Maracuja lip products, which I enjoy. It does have a cushiony feel, not too sticky, but because it has some grip on the lip, it lasted quite a while (without eating or drinking). I would say you will have to reapply farely often, but as long as scents dont bother you, I would recommend!  Pamplemousse is the most beautful natural shade for my yellow leaning light skinned girlies. Tarte maracuja who? Nyx slick click who?! These are it. The end all, be all. I will be buried in the product.  I can't speak to any other colors, but the shade pamplemousse is a beautiful rosy pink that is close to my natural lip color. I love that it's so glossy/juicy yet super pigmented, especially for a balm. That said, it doesn't leave behind any kind of stain and is not particularly long lasting. That isn't a claim of the product, so I'm not mad about it, but I can't help but wonder how gracefully some of the more intense colors would wear off after eating or drinking. There is a strong fruity fragrance which I enjoy but others might not. The texture is…a little sticky, but not bad considering that it's both glossy AND full-coverage. I haven't tried other products of this type but from what I've seen that's to be expected. I'm not particularly adventurous with colors and a lot of them look quite warm-toned (I have a very cool complexion), but I would totally try kiwi fizz if it ever came back in stock! Peach punisher and the cranberries have my eye too!  I've always loved lipstick, but my lips dry easily and almost everything else I've tried has only exacerbated that. However, this product feels incredibly comfortable on my lips! I also love how buildable the color is."
65,65,clinique,almost lipstick,xlsimpprod10792007,2153395,
66,66,juvia's place,liquid lipstick,pimprod2043831,2620821,"  So I bought this shade when it first came out and was in the long tube, it's the absolute perfect shade of red! Not to dark but just dark enough, I love the shade enough to buy it again. But the new packaging is terrible, the thick wand is hard to work with and then you have to be really careful about applying because if you put it on too thick then it gets too dry and starts to flake off. I liked the old packaging better with a smaller wand so I can be more precise and the formula just needs to be adjusted enough where it's not so dry. If you're not experienced with liquid lipsticks or makeup I definitely wouldn't recommend the formula.  juvias place needs a different distributer for their liquid products because the formulas are amazing but the packaging is not it  I love this color, it's absolutely gorgeous. I've gotten so many compliments from it. however I wish the formula was different, I really like the NYX liquid lipstick formula and I was hoping it would be something like that, long lasting And transfer proof but instead when I put it on it becomes cakey and it doesn't last. when you move your lips around it crumbles. I had such high hopes for this as I love Juvia's other products. And lastly I wish It had a different applicator, the whatever kind it's called is just not my favorite, It just doesn't help with an already cakey formula.  I love these liquid lipstick. The color is long lasting. You will have to prep your lips with lip oil/balm before using it. The pigments are very unique on my skin tone. I want them all.  This formula is your 2016-style, super flat matte, full coverage cream formula. Think Colourpop Ultra Matte lipstick BEFORE the reformulation. It's NOT whipped, moussy or watery; it's a thick smooth cream. It gives a budge proof dry down that doesn't move while eating or drinking. You need to put on a primer first or it will flake and crack. I use plain Vaseline and it works beautifully. I really love the finish, and the color  Lulu is a GORGEOUS deep cherry! The applicator is the same chunky one as the glosses, so it's difficult to achieve a sharp, precise lip line without adding liner after.  I tried this lipstick and it was very drying and paychy for me. I will try again since i got 4 different shades … i think if your lips are prepped properly it may work but for now, im giving it a thumbs down  I have had this lipstick on for hours and it hasn't budged through eating, drinking and exercise."
67,67,rabanne,dramalips glassy lipstick,pimprod2045103,2623339,"  I bought the drama lips in the shade go bankrupt. I love the shade but there's not as much shine as it claims to have. With that being said this does have fantastic wear time and fades nicely. I do recommend using a lip liner and maybe a lip primer.  I have no tie or bias to this brand, I've actually never heard of it before… But I am a lip product junkie so I decided to try this product and I absolutely love it. The shade first date is such a beautiful, every day color, especially for my fellow brown girls 🤎 - besides the shade I also really enjoy the formula, it applies smoothly and can be built up for a more opaque look. The staying power is great; now this is not transfer proof, but if you don't touch your lips, it lasts for a resonable amount of time, it stayed on  through a sweaty workout.  Super happy with this purchase. It glides on, doesn't dry out my lips, and the color is spot on. My only problem? I got it two days ago and can't find it anymore. 😂🫠 Time to purchase another, I guess!  The color payoff is beautiful, and so far has been hydrating on my lips. Reference I do have dry lips."
68,68,nars,powermatte long-lasting lipstick,pimprod2035245,2599873,"  I am not impressed by the color or the long lasting.  It does not last and I will return this product.  Bought this in shade thunder kiss and was super excited for it. I love the liquid lips so I had high hopes for this, but it went on horribly. I tried adding a gloss and it still looked rough. Idk about longlasting since it took it off immediatly but it didnt seem like it was going to stay on lol.  Comfortable, great color, all of the things. But not particularly long lasting. I would recommend as a great lipstick but wouldn't use its lasting time as a selling point.  I bought this in American woman and I keep going back and forth on whether to return it because its completely average. I decided to splurge because the color was right and I figured it must be amazing by the ratings but its barely ok. It is off my lips in an hour, its chalky so you must use lip gloss and its so expensive you get angry when you look in the mirror and only my lipliner is still on.  I had high hopes for this as it's NARS, but yuck.  This is no better than drugstore makeup.  Shade is muddy, doesn't last, smears, and is too warm for my cool skin.  i LOVE this lipstick, and despite being a verified cheap-o, i've bought two shades and plan for at least one more. i work in childcare, so while i love a bold lip, i needed something that would a) require minimal upkeep and prep, b) last at least 5 hours (i often don't get a second to reapply until then!) and c) wouldn't transfer, because smooching little ones is the best part of the job. i've tried maybelline, rimmel, nyx, wet n wild, urban decay, mac… nothing fit the bill. if the color was right, it got everywhere; if it didn't transfer, it also didn't last more than 2 hours. so i tried this on a whim and found it not only stayed with extremely minimal fading for 6+ hours, but barely left even a hint of color on the travel mug i drink from all day. i use my powermatte lipsticks nearly every single day now and almost never have to reapply.

however there are some caveats!
- while drinking has almost no effect but a very light fading in the center of my lips, eating can, especially if it's an oily meal or something where you're pressing your mouth to the food a lot, like a burger. so i do reapply after eating. 
- like all mattes, it can be a little drying, but some nice lip balm at bedtime handles that.
- it can dry down a little darker than expected, particularly if you use lipliner underneath. i never bother with lipliner, just apply directly, and i've found the color stays best that way.

so far i've tried the shades dragon girl and tease me. dragon girl is a beautiful true blue-red, and great for those days where you want to look a little put together but don't want to do much: just slap it on and you instantly look done up. tease me is a dusty rose color, great for everyday, and goes with almost anything. the colors are very close to the website, maybe a tiny bit darker in real life. definitely, definitely recommended if you want something long lasting that doesn't get everywhere!  It's a winner. Stays on remain the color it says it is! Pretty smooth application and make your lupd are not chapped when you apply!"
69,69,e.l.f. cosmetics,o face satin lipstick,pimprod2036832,2604832,"  long lasting, moisturizing formula, nice color.  I have heard great things about these inexpensive lipsticks so when the went on sale I decided to try one. Utilizing ULTA's virtual ""try on"" feature I found  ""hustle"" and thought it was a perfect nude. Imagine my surprise when it arrived and was a straight up mustard yellow. I want to pick up another because the consistency was great. It was a comfortable matte lipstick and in such an elegant package.  My review is for the color Shameless! I have a hard time finding lipsticks online because my skin undertones are weird and I only look good in blue/cool based colors (I look horrid in warm/orange-based lipsticks). This is my first time trying the elf lipsticks, and after being very careful with my selection, I think I found the perfect color for me!! It's smooth, it has good coverage, and it doesn't seem to irrtate my sensitive lip skin (Im prone to cheilitis). This color perfectly suits my cool-ish (olive-ish? Idek) skin tone! I also ordered my first ever lip liner from NYX in the color ""no wine-ing"" and I think it's a perfect combo! I wore it all day today and I have to admit that it doesn't last a super long time by itself, it definitely would need to be reapplied throughout the day, especially after eating. But for the affordable price, that's not an issue for me!  A cheap imitation with too little pigment and packaging that's not nearly as nice as some people think. Most elf ""dupes"" are trash, and this is another. Their $3 satin lipsticks are virtually the same, just buy one of those instead of getting ripped off.  I bought this in shameless a couple months ago it's great. Amazing pigment and it stays on for a long time. After about 3-5 minutes it doesn't transfer as well. It's also NOT drying.❤️  this product is so good and i didn't expect it to be this good. really creamy and easy to use  Absolutely loving this lipstick! Super smooth application and beautiful color! I did indeed bought another color a day after😂😍"
70,70,mac,mÂ·aÂ·cximal silky matte viva glam lipstick,pimprod2043920,2621418,
71,71,milani,color fetish matte lipstick,pimprod2025973,2590648,"  Not sure why ive waited this long to purchase but i really love this formula and color pay off.  The color 'Peony' with a brown lip liner looks stunning. The formula is great as well, glides smoothly , the finish is velvet matt.  Nice color though for some reason it looked different in store and at home. I made sure to get a fully packaged lipstick but when I opened it at home the tip had been smushed.  Not impressed.  I loved the texture of the lipstick and how it doesn't dry out your lips. It gives a pretty good amount of product and I truly believe it is better then high-end makeup  This lipstick is a new fav! The formula goes on smoothly, the color is gorgeous and the quality is top notch. Will be returning to purchase other shades!  My holy grail fav lipstick is the charlotte tilbury pillowtalk lipstick and this is an amazing and affordable alternative! The color is super similar and goes on smooth. 10/10, a drugstore fav."
72,72,maybelline,superstay 24 color 2-step liquid lipstick,xlsimpprod2910099,2225261,
73,73,revlon,colorstay overtime lipcolor,fs797198,2093944,"  excellent color  Color is not a true mauve.  As long as I have a coupon for money off I will buy this product.  If I don't have a coupon I will buy it at a certain store cause it is cheaper.  I used to use the Colorstay lipcolor, but since i've retired, i don't go out & about much & all my lip colors are dried out. I was so happy to find these again here. Love the first 2 colors that i've gotten & will be back for more!  This product was terrible!  Been using this 4+ years, through crazy long outdoor bar shifts etc. Swear by it. This is how I make sure it stays: 1. Put it on clean/ dry lips - after washing face. No lip balm first, nothing. 2. Apply an even coat. I treat it like paint and spread with a finger if i have to. 3. LET IT DRY 2 minutes+… dont rub lips together or anything. 4. Apply another coat if you have to/ even out edges, whatever. (repeat #3). 5. Apply gloss, even if its just a tiny bit - the color product isnt meant to be worn without it, it will be kinda sticky otherwise. This will stay on overnight even. Only thing that gets it off is oil based makeup remover and I wouldn't have it any other way. Oh and it can come off the inner part of your lips a little if you eat a bunch of chicken wings :)  I have tried many long wear lip color formulas, but this is the best. Great shades, easy to apply the color that lasts all day, and I can refresh the gloss anywhere anytime without a mirror."
74,74,kylie cosmetics,matte liquid lipstick,pimprod2026498,2584016,"  This is the worst liquid lipstick I have used in a long time. 
The applicator? Don't even try to get an even line around the edge of your mouth. 
The formula? Never in my life have my lips been so puckered dry. It looks like my great great great grandmother's lips they were so pruny. 
I would not recommend this to my worst enemy. It made me physically angry after i applied this product. It should have stayed in 2016 where it belonged.  I was ride or die for these. But for a while the colors aren't consistent and the samples are not the same as when you buy them. Sometimes Bare is the perfect color and sometimes it will be super peach/orange. The new formula also no longer has the staying power and is super drying. I'm so sad I used to love these.  Gross i hate the feeling and the color sample and the color online are not the same  Stays on all day no matter what I eat or drink!!  I'm surprised to read all the negative reviews. I love these, the new formula is so much better than the original. The original was very drying and would make my lips look all cracked. This formula is smooth and lasts longer, but if you eat something greasy you'll have to  reapply. Maybe these other people got a bad one. It does happen, one time I got an empty brow gel from another brand. That was weird!  Absolutely love Kylie's matte liquid collection. I own a decent amount of the pink shades they all look great. I have medium skin tone and in the summer I tan easily. The formula helps keep lips moisturized  I got the shade ""a moment"" and it is one my favorites to wear as it goes with every look. I do more simple makeup, usually just lashes, lips and brows are the go to and this lip will do it all for you!"
75,75,colourpop,lippie stix,pimprod2009395,2550432,"  I am in love with the shade ""goal digger"" looks amazing!!!  This is a great lipstick/balm for anyone that likes a more matte look! I bought this to match the liner, and i do feel the colors are a bit different. I bought ""Oh Snap"" and feel the color was a bit more cool-toned than i thought it would be. Despite it not being my favorite, i do think its a great lip product for those who like a matte lip. It sits well on the lips.  I love the texture and definitely buy it again, people ask me what brand is it because they love how it looks on me.  I love color pop. The colors are beautiful and they don't make your lips look dry. I always get compliments on my shades of lip colors that I wear and the lip liners go well with the lip colors . I am excited to try other color pop products and I hope I am just as pleased.  I love this lipstick!  It's the perfect color.  It's a bit dry, but it is so worth it. I don't have problems with it smudging.  I like the color selection, too.  Thankful I finally have a color that's not too light and not too dark.  It's just right!  Beautiful and at a great price!  Last most of the day but most importantly did not dry my lips like other all day wear. Will be trying other colors that go with my olive completion.  These are my favorite lipsticks on the market. The staying power and creaminess in this formula is unmatched especially for the price. Oh snap and parker are my go to shades."
76,76,nyx professional makeup,lip lingerie xxl long-lasting matte liquid lipstick,pimprod2024490,2595046,"  No, not really.  You didn't have the one I wanted. This was the closes matt color to what I wanted. I had never purchased this brand before.  It's very thick and it flakes.  A little brighter than expected but last about 4 to 5 hours. Less expensive than what I have been using.  Good product and last long.  Goes on smooth with a matte look.  The reason for 4-star rating is because they changed the color that I normally wear.... now way too dark.  Oh.My.Gosh! The fricking pigment is crazy! This lasts all day and is kinda hard to get off not going to lie! Although this lipstick is long lasting, it does take a bit to dry if you use a substantial amount! I really like this product because you can make your lips very dark, if you use alot, or make them light, if you use a little.  Untamable is a beautiful, true red. It glides on nicely, dries down quickly, doesn't transfer, and even lasts through a meal. The only downside is that it is a little dry but that is a small price for the color payoff and longwear. And the 🍒 on top is the price. This lipstick is an incredible value.  this is one of my favorite cheap matte long lasting lippie I use to buy stila but it's kind of expensive and this is a cheaper version of something I like  idk what is the hype but after about a month, formula starts to dry. When on lips, it peels very bad. I tried multiple colors, including the black one. save money and go for another product."
77,77,kiko milano,unlimited double touch,pimprod2032259,2595757,"  Took a chance on this product because I thought the packaging was cute but turned out to be the best gamble. The color lasts super long and the clear top coat helps prevent drying. Advice for best use: Let the color dry before putting on the clear coat :)  I love this lipstick. The color stays put in the gloss that you put over. It is very hydrating, and I often will use just the gloss by itself, too.  Beautiful color, lasts without being drying.  I honestly don't understand all the bad reviews. This lipstick literally stays on my lips the whole day and it doesnt get cackey (it only gets cackey if you apply multiple layers or a very thick layer). You just have to apply a very thin layer and give it enough time to dry before adding the gloss and it doesn't budge unless i peel off my lips or if i take it off with a makeup remover. The only con would be that the amount of lipstick is small so i have to rebuy it frequently cause i finish it in a few weeks if i use it everyday. Still would definitely recommend it, my favorite colors for everyday wear are 131, 120, and 103  It doesn't last after eating or drinking and it gets cakey after applying,I find Kylie and Huda beauty are much better options for lasting and hydrating!  For long wearing lip colors like this, the key is to let it dry before applying the gloss. I personally think this exacerbates your lip line so definitely don't forget to exfoliate and moisturize 
Highly recommend if you want a low maintenance lip  The color is pretty, but I feel like just using a nicely pigmented lip gloss would accomplish the same thing. I was under the impression that it would be a longer wear glossy lipstick, but the lipstick itself is already pretty glossy so it just makes it kind of a mess."
78,78,juvia's place,the nude velvety matte lipstick,pimprod2017842,2567891,"  I have a hard time finding the right color of lipstick because most want to turn pink on
 me. This one is perfect because what you see is what you get.  Juvia's lipsticks are AMAZING!!! They go on smooth, the texture feels like you have nothing on your lips, the pigments rich and true to color. I have 4 Juvia's lipsticks already and can't wait to buy more!!  This is fairly comfortable on, but its just a little too matte for what I like currently. I wanted to love this, but I rarely reach for it. If I do wear it, I usually pair it with the Juvias Place Lip Oil and it makes it much more hydrating, but even more malleable  I loooooove. New fav lipstick. Got shade Libra and I'm so glad I did!  I have worn this color for several years. It is creamy and doesn't dry my lips.  Love the brown tones and the texture is light, smooth  My favorite part about this is the packaging, such a beautiful, soft texture. I've been meaning to find a lipstick and what other brand to try than Juvias Place?!"
79,79,milani,color statement lipstick,xlsimpprod17081065,2519976,
80,80,smashbox,always on longwear matte liquid lipstick,xlsimpprod14411007,2557805,
81,81,dior,addict lipstick,pimprod2036809,2604220,"  I see this more as a pigmented lip balm its creamy and glides well but since its creamy it sets into the cracks of your lips and doesnt last as much  Nice. Creamy.  Not worth almost $50.  There are so many others to choose from.  Won't buy again  Glides smoothly  I was really hoping to like this for the cost and I usually love dior makeup products, but this one is just okay. The formula is nice and it has good pigment, but the color isnt as pictured/described. I probably wouldn't buy this again.  I got this as a gift and I love it. It's very mousturizing, stains the lips beautifully and the case is so cute.l definitely will be purchasing more shades.  I have several dior lipsticks, and have had several others over the years searching for my perfect nude. I do not have a lot of pigment in my lips and am pretty fair skinned so everything shows up on me, and fairly true to color. The shade 418 Beige Oblique is my most perfect nude!!! I am 42 years old and it hides the vertical lines in my lips so well while being smooth, glossy and almost moisturizing. Although the tone is cool/neutral, it can go so well with even warm tone eyeshadow looks because the lipstick is about my perfect match of color to the inside of my lips. This is really a, ""my lips but WAY better"" type of lipstick for me. I am so worried that this shade will be discontinued because that is what happens with literally everything that works for me. I can't believe after 30 years if wearing makeup, I have finally found my perfect lipstick. Love Dior!  Does not last 6 hours like I was told - more like 60 minutes"
82,82,charlotte tilbury,hot lips lipstick 2,pimprod2043361,2619581,"  I wore this shade of lipstick at my niece's wedding. The makeup artist was fascinated with it. She said she's been looking for the perfect shade of dark rose with a warm undertone and this was it!  Gorgeous!!! Wow colors! Creamy, hydrating, stays well! And its in a beautiful case!💖  I was looking for the perfect nude this chase was perfect!  I really wanted to like this but it just did not meet the expectation.   It was not long lasting as described, it was off in less than an hour, no drinking or eating and the color was blah.  For the cost I was expecting a little more.  This color is so beautiful! Such a flattering color, it is on the thicker side but i love it"
83,83,iconic london,cloud kiss matte lip mousse,pimprod2045570,2623746,"  My first lip mousse and I am loving it. Glides on smooth and looks beautiful. I plan to buy more!  This matte mousse is not only pretty but also light on your lips. You can wear it without worrying about imperfections, specifically for someone like me with thin lips 🙃 you control how much you apply on your lips and be worry free it won't fade.  I recently tried the ColourPop Cloud Kiss Matte Lip Mousse, and I'm in love! The formula is incredibly lightweight and feels so comfortable on my lips. It applies smoothly and dries down to a beautiful matte finish without feeling drying. The color payoff is fantastic and lasts for hours without needing touch-ups. Plus, the range of shades is gorgeous. This has quickly become my go-to lip product for both everyday wear and special occasions!  Love the color. Feels great on the lips and it's long lasting.  The color looks really nice, smooth application and great moist feeling  Amazing texture and coverage, long lasting!  Very smooth application, cute color"
84,84,nabla,beyond blurry lipstick,pimprod2045424,2625756,  I was ready to buy these once I saw the color selection. I know they're all nude-based but they all have nice differences. I got divinise and it's the perfect nude shade. The formula is SO comfortable - so many balms have silicones but aren't that comfortable but these are great. They don't just dry down at all and they are long lasting. Can't wait to buy more shades!  If you like the anastasia lip velvets but would line more control then you will like these. They are similar in that they have a more silicone texture and are not drying with a matte finish. I personally like the color selection and ease of use of these better. I chose the color aphrodite and its a beautiful wearable red.
85,85,maybelline,color sensational ultimatte slim lipstick,pimprod2020630,2590023,"  these are fun to pop in your bag for everyday wear, also they smell great!  Good  Giving it 1 star as the product goes on smooth and creamy, and lasts pretty long; docking off the rest as it is incredibly drying over time. I was about halfway through the lipstick (from everyday use) when I started noticing signs of dehydrated lips (swelling and cracking at the edges, discoloration). It's a pity because I wanted to pan it all the way through, but it's just not worth it.  Love product  This lipstick is quite creamy for a matte which is nice. It tooks a few layers to get the full color, not a one swipe lipstick. It lasted a long time and never dried!  Just found my new favorite lipstick  I have always been a fan of coral/orange shade lipsticks. I love how the shade More Auburn looks like a natural color when applied while giving a defined look to the face."
86,86,covergirl,outlast all-day lip color with topcoat,xlsimpprod11061226,2304792,
87,87,rabanne,famous lipcolor matte lipstick,pimprod2041397,2614802,  Feels good on my lips and last a long time
88,88,nars,powermatte lip pigment,xlsimpprod16671161,2515839,
89,89,nudestix,intense matte lip + cheek pencil,xlsimpprod15581011,2508147,
90,90,bareminerals,mineralist lasting matte liquid lipstick,pimprod2033931,2599440,"  I got determined and lucky and they are perfect. Once it dries, it dries nicely and doesnt smudge. I would love go get a red color next but they are sold out.  Love this  This formula is not the same as their previous matte formula. This one is sticky and doesn't have that nice whipped texture like the other one. I will be returning this.  LOVE this color but only lasted about half the day. Would still recommend! The formula is smooth and moisturizing.  Although I like a matte finish, this product is very drying.  I only applied it once and it lasted all day.  I was excited to see this product in Ulta. It does not dry out my lips and stays on a long time. Influential is a great neutral and looks good with my light pink blush and fair to medium skin."
91,91,charlotte tilbury,matte revolution lipstick,pimprod2043355,2619368,"  amazing!!  This lipstick is long lasting but it is a matt lipstick so it is a little drying (at least for me). I have to make sure to use a lip sleeping mask to make sure my lips are conditioned really good. I love lipstick and have stuff ranging from dollar store, drug store and lux. My advice is if you have never tried a lux lipstick and are curious, you can probably skip this one. I have lipstick from the dollar store that I reach for over this one.  I'm  disappointed in this one! I have  2 other lipsticks in this line. They are more moisturizer.  I ended up  tossing it out. Maybe it's  the manufacturers fault!  This is my second favorite color of her line. It definitely feels like moisture on my lips. I would buy it again!  I would buy this one again!  I love the shade, however I wish this was more hydrating! It feels dry and flakey soon after applied and doesn't last.  Literally my new fav lipstick"
