,Brand,Name,ID,sku,comments
58,dior,dior forever foundation fluid matte,pimprod2036825,2604875," * I'm obsessed with this Dior foundation. It performs beautifully on my oily/combo skin  it stays matte in all the right places while still looking natural. The coverage is amazing and easily buildable, and it lasts all day without separating. Highly recommend if you want something long-wearing and flawless! * I've tried many foundations and this one is by far the best. 
You get coverage but it looks so natural on and stays all day. * might try to mix with another foundation * Beautiful coverage and the first foundation I've found that actually conceals large pores. 
Don't be fooled by the name matte, it's actually a very hydrating formula.  Great for mature skin. * Nice coverage would prefer no scent due to the added ingredients. * My favorite foundation. I've repurchased many times because I like the light weight formula and full coverage. It also has a pleasant smell thats not overpowering. I have oily skin and this keeps me nice and matte. * Did something change with the formula or did my skin change? It used to look beautiful on me the past 2 years, now it separates and just sits on my skin towards the end of the day; very noticeable where it is and where it isnt. Ive never had a foundation do that. Regardless if it is my skin that has has changed or the formula, the bottle continues to be terrible, squirts out everywhere, on my walls and clothes and therefore gets only 1 star for that."
59,clinique,stay-matte oil-free makeup foundation,xlsimpprod10791929,2247037,
60,clinique,acne solutions liquid makeup foundation,pimprod2043524,2619813," * Clinique recommended this when they discontinued their Stay Matte foundation, but it's been a terrible substitute. Despite the product name, it makes my skin breakout way more than it did with Stay Matte, and there's no oil or shine control. * I absolutely love this foundation. Blends super super well with any other product, or is perfect by itself. ONLY complaint is that it will (sometimes) cling to dry patches if your primer wasnt dense enough there. Other then that, its perfect. * It does not break me out. My dermatologist said it was good for me to use. Offers moderate coverage without a heavy feel. I had the consultant at the clinque counter help me match my skin tone with was very helful. * I have been using this  for 25 yrs. Same color just ordered and upon application, it is a completely different shade- much darker and turns orange.
PLEASE bring back old formula or figure out same shade. I even tried to match with a new color and none of them match. * The other day I tried alabaster (""matched"" at the store) and it oxidized. Went back and tried linen and it was the perfect match! I tried other cheaper foundations but sticking with this again because it's the best for my face! * I used to use Ivory (02) for years. I stopped wearing foundation for a couple years (not enough time with kids) and switched to a tinted sunscreen. I wanted more coverage so went and got alabaster but it oxidized so quickly! Will be returning! * This is my go to foundation. Having some acne issues, this foundation controls the acne."
61,fenty beauty by rihanna,eaze drop blur + smooth foundation stick,pimprod2041564,2614177," * i love this foundation! its so smooth & looks like it melts into your skin. ive used a brush & sponge with it & love both.
note: all fenty face products tend to oxidize on the warmer side; wouldnt recommend if youre cool toned * I live this for my no make up make up days because it light weight and melts into the skin. Its also prettu transer proof considering it is cream-based. * I have a super fair complexion and so many things oxidize and turn orangey on me, but this stays the perfect cool toned shade. Its such a smooth natural finish!! No caking or separating * I love this brand it literally melts onto my skin * This is the first time trying this product as I'm hoping to move away from heavier foundations for a lighter coverage. It glides on very smoothly and does a nice job evening out my skin tone. Would buy again! * I really like this, i was looking for a face tint but realized i need more coverage and better color match and i decided to try this. It was perfect for travel mess free. Find my shade was easy since i use the foundation same brand so i was able to look for a match. Feels good on skin not heavy at all and last long. * This is the first makeup product I have ever used and it turned out so beautiful! For a beginner like me, it was really easy to use and I could almost not tell a difference except that it make my skin tone more even. It is not heavy, it is very lightweight and super complementary. I purchased the Color 20 and used it along with the Juvia's place bronzer in the color Tan. It definitely elevates my make up look and the color match is crazy! Thank you Riri, you're truly a bad gyal for this one!!"
62,fenty beauty by rihanna,soft'lit naturally luminous hydrating longwear foundation,pimprod2045514,2624152," * The Fenty Soft'Lit Luminous Foundation is that GURL!!!!!!! This Foundation is weightless, blurring, and just.... gorgeous 😍 

It is hydrating without being greasy or slippery. Very long wear; all day on Christmas, yes over 16 hours of wear. Super buildable without being cakey or gross feeling. It looks so natural 😍 This Foundation is worth every penny. Oh and pair this with the concealer... Chefs kiss 💋 

This Foundation is my new favorite and my best friend that blurs pores. * Gave me Peri Oral dermatitis that took months to clear. Do nit reccomend! * I like this product but it comes off a little to shiny for older skin. It also settles into lines the longer you wear it. * The texture is so light and it looks natural on my skin. * My 62 year old skin loves it! * [I received this product in exchange for my honest review] I ordered a darker shade of this foundation to act as a bronzer/contour foundation, and it works perfectly! I have oily skin but this product holds well throughout the day. I love the consistency of the product and will be purchasing in my usual shade to use on my entire face. It mixes well with other products as well! * I'm sure this is a good product for younger skin, but I wouldn't recommend for mature skin.  I tried everything to get this to work before returning.  It settles in fine lines even with primer, and doesn't last long."
63,hourglass,veil hydrating skin tint,pimprod2040571,2611435," * I've always had a problem feeling trapped under foundation so I stick to tinted moisturizers. Even with tinted moisturizers, some feel sticky or not breathable. This gives me enough sheer coverage to even me out but doesn't make me feel trapped. It feels like I'm applying moisturizer. I'm naturally oily so I do set it with powder. I recently switched to this brand by chance and I'm glad I did. A little goes a long way for me so it's worth the price tag. I also apply with my fingers vs a brush but only because I don't like the feeling of something sitting on my face vs melted in to my skin. I'm very sensitive and this doesn't clog my pores. Definitely worth a try! * I love light coverage and a Dewey even greasy finish. I have dry skin and work in a very dry environment. But this has zero coverage amplified every pore and every time I wore it, I developed a new pimple. I'm in my 50s and don't break out from any of my other foundations. * I love this product, my daughter bought it and suggested I try it, it's not too heavy and that's what I wanted * I got all these little red bumps and acne breakouts, so bad. * Just enough coverage to hide imperfections. Texture light enough that wrinkles don't stand out. A bit concealer and blush…and ready for the day. * Lucky for me there is a color match. Texture, also, is right for me. Not too heavy looking, but just enough coverage. * This product is really great.  I don't wear foundation or a lot of makeup but wanted a hydrating pick me up for my daily wear.  This tint is lightweight, hydrating, and I love that it doesn't feel heavy nor greasy.  It lasts all day."
64,morphe,filter effect soft-focus foundation,pimprod2022516,2577758," * This is a nice foundation, I like it but the top just falls off.  It doesn't stay on if I want to travel with it in my makeup bag, and I've dropped the bottle by picking it up by its 2.5""lid several times.   Packaging needs work.   I'd only refer it to a friend with the warning about poor ability to close it and keep the pump sanitary. * I liked this foundation a lot! It matched my skin tone really well, and is a really affordable price. It's a nice size, and usually lasts me over four months to finish. The only bad thing is that it takes a while to blend in and I find myself having to go over it with a beauty blender or brush a lot. I do still really like it though and it covers up many imperfections. * The best foundation ever!!!!!! * Patchy, greasy , I was disappointed ☹️ * Great price so, I thought to give it a try. It's not a bad foundation but not one that squeals excitement. Blends pretty well but after a while it seems to pool into lines and makes imperfections noticeable. Would probably be a good product for dry skin * I like how it blends out and has the perfect coverage for everyday use. * I like how it blends out and has the perfect coverage for everyday use."
65,urban decay,face bond self-setting waterproof foundation,pimprod2044818,2623593," * I cannot recommend this product. By the end of the night, the color has turned orange. This product oxidizes with long wear. * If you have oily skin definitely give it a try. I have worn this foundation to work for 8-12 hours and it looks great after my shift. No separation and my face didnt look like a greasy mess after a few hours. I even wore it all day in the sun at Disney and it didn't budge. I still set it with powder even though it stated that it's self setting. 10/10 for me * That is a very, very good product. Keep it on the shelf. * This is what replaced their old naked skin weightless foundation and it doesnt even compare. I love they kept the matte finish but this one definitely makes my skin not look as flawless. Almost splotchy in places. Bring back the old one! It was my absolute favorite!!! * I have realllyyy oily skin.  NOTHING lasts and always seems to crease or seperate around my nose, chin, and forehead.  I bought this when it was on sale because I figured it was worth a try for the price and after a month of use its safe to say that so far nothing has compared for me.  I currently have it on and after 11 hours + work for 7 it still looks BEAUTIFUL.  I'd recommend to anyone that has oily skin, it might not be the best for dry skin though but I've never noticed any clinging to dry patches with this one either * My fav skin tint! * I absolutely LOVE this foundation! Its buildable, and a little goes a long way! I love a natural/matte look, so i really enjoy how this looks on my skin. I have acne and scarring, as well as redness. It doesnt feel heavy, and it lasts me over 12 hours along with my skin prep."
66,jane iredale,purepressed base mineral foundation refill,pimprod2033383,2595091," * I recently switched to a CC cream instead of foundation and I love it, but I needed something to set it with as it is pretty shiny. I tried a setting powder but didn't love it and decided to try this instead since I have several other Jane Iredale products that I love. This powder foundation has quickly become my new favorite! It applies beautifully and literally looks the exact same at 6 PM as it did at 6 AM. I chose the color radiant and it could not match my skin any better than it does. I am so thrilled with it, I am tempted to buy a few more so I never run out. Please never discontinue this or change it, it is perfect!!! * This foundation is a glitter bomb. After application it looked like I was park of the Cullen family. It accentuated all of my pores and did NOT keep my oils at bay. Terrible. Immediately returned. * This tops any other foundation or skin tint I have tried before (and that list is very long). This looks like your skin if it was perfectly even and plump. Does not settle into file lines and lasts sooo long on even without touch ups. Love the good ingredients and feel good about what I'm putting on my skin. I have gotten so many compliments since I started wearing it. Shade range is great too. Literally the best for reactive/sensitive skin. * This mineral foundation is my favorite and the only one I use. Liquid foundations just roll off my face. This foundation stays in place and gives me enough coverage. You can dust it on lightly or keep applying for more coverage. * I have been using this for almost 25 years, nothing can beat it. It was originally created by a plastic surgeon for her patients after surgery at her practice. Then it made it's way to estheticians and finally retail.  The coverage is fantastic. I live in Florida's heat and humidity and it stands up to it perfectly. I personally believe the sunscreen has helped me to keep the sun damage at bay as well. I saw a review that said it had sparkles. I have never seen that in all this time. Perhaps it was confused with the BM label??? I use the Real Techniques powder sponge (the one thats super light and airy) as it does not come with an applicator. Also it does not come in a compact. My suggestion is to try it and then purchase theirs after you fall in love with it or decide it is not for you. I have had my current compact for about 6 years and it is easy to pop in the next refill. There is a little hole in the back that is about the size of a paper clip tip and you can just push it out. There is a magnet that holds it in place. It really does save on throwing everything in a landfill. It finishes beautifully with PS On Till Dawn setting spray. I will say that as my skin has ""matured"" I do not try to use as much as my skin is drying up. BTW i use it as a setting powder , hence the trying to back off some as i have aged, but it is great as just a foundation too. Hope this review helps. This stuff is like a secret miracle. (I dont work for them. My friend was an esthetician and turned me on to it as I am a long time makeup fan) * It doesn't say that the product has sparkles - I don't do sparkles on foundation, it looks childish. Also, the finish is not ""skin-like"" but very mate. That's a no for me. * This stuff feels like you have nothing on your face and doesn't irritate my super sensitive skin at all. The light beige is the best color match I've ever had for my cool skin tone. The only drawback is I wish it wasn't so expensive."
67,dior,dior forever fluid skin glow foundation,pimprod2036824,2605019," * Glowy, medium to full coverage, fancy. * I absolutely love this foundation * I wanted to try this a few times before giving my final thoughts. Im a healthcare worker who regularly works 12 hour shifts. That being said, I have tried & tested SO many foundations this year. My issue with other foundations is the fact that it doesnt last through a shift. I was always dealing with creasing, patching, flaking and just looking cakey. I tried different skin prep, primers, setting powders/ sprays and nothing changed. Ive been wanting to try this foundation now for a while and finally did.. and let me tell you- this is the best purchase ive ever made. It holds up beautifully, and it still looks just as amazing at the end of the day. Every issue ive had with other foundations, never happened with this. 
I have very sensitive & acne prone skin and this has not given me any sort of reaction or break out. My first shift wearing it, i received so many compliments. It gave me my confidence back! I will continue to repurchase this. * I dont have sensitive skin. I never broke out from a cosmetic product and this immediately caused the worst reaction on my face. My skin was dry itch and peeling. This foundation has a fragrance in it and it is not good for the skin. Sucks because i really liked the product. * I bought this for my mom. She loved it so much that I had to buy one for myself. The coverage is outstanding. We have been using it for a bit now, this is her 4th bottle and my 1st. Will definitely buy again! * This foundation leaves a beautiful dewy finish in my over 50 skin!! * Dior doesn't disappoint.  Even better layered. Do the coverage that works for you.  Lasts all day perfectly."
68,anastasia beverly hills,"medium coverage, natural finish luminous foundation",pimprod2008586,2551421," * I tried this product on a black friday sale and let me just say, i'm highly disappointed.
The palest shade was too dark and orangey and it was so cakey and felt so uncomfortable on. Looked terrible. * I've been using this foundation for 5 years and its always gone on quite nicely. I like the variety of colors offered. I'm pretty pale with cool undertones so its haed to me to find products that dont either wash me out or make me look orange. But the most recent bottle I bought is not only much more watery than usual, bht also has a MUCH warmer tone thay makes me look yellow-y. Still a decent and usuable product so i will get through the bottle, but im disappointed that i will have to find a new foundation. * I LOVE this foundation!! Goes on so smoothly and definitely gives a soft natural look even with it being almost to full coverage. We just need more lighter shades! Unfortunately 120N being the lightest shade its still warm for me so its the perfect summer shade, but we need something lighter for us very pale girlies in the winter. * This foundation is absolutely gorgeous with a perfect in-between finish. Unfortunately, they only have a shade for when I have self-tanner on -- it looks like 110C would have been a perfect natural match, but it was discontinued. Bummer! * After four bottles and shaking it vigorously, it stays seoarated with white cream stuff. Formula changed and company isn't cooperative. Lots of other reviews say same. Avoid. Too much money for this foundation. * I bought this foundation with the expectation that this might be a game changer because of the price and the reviews.  What a waste of money.  The foundation does NOT look luminous or natural in coverage (contrary to the text on the box) – it actually looks dry and cakey.  I suppose, if you have perfect skin and applied heavy moisturizer to your face first, and then applied this foundation, it may look luminous but so would every other foundation on the market.  Why this company, with its 'Beverly Hills' label, thinks it's foundation product is worth what they charge, is ludicrous, unless their marketing strategy is to attract idiots that want to blow a wad of cash on expensive crap.  I will never buy this product again. * I ordered this for the first time and was very impressed! I like how easy it is to blend and the shade match is really nice too."
69,tarte,babassu foundcealer dewy foundation spf 20,pimprod2006408,2542892," * I got a travel-size sample of this foundation a while back, but almost didn't bother with it. SO GLAD I did. I am so very hard to match and this is as perfect a match I've had since Revlon discontinued the foundation I used to wear over a decade ago. The shade range is great, the foundation is thin-ish but NOT watery. Yet the pigmentation is medium-high. I recommend it. * I have been going back to this product faithfully over the last few years. The coverage is great and it leaves your skin radiant with a natural looking glow. * I've used this for many years on my mature (aka old!) skin. Recently bought a bottle of foundation at a department store , used it less than a week, threw it out & went to Ulta for Tarte Foundcealer! Will never change. * Unfortunately the foundation is going back. Price was reasonable compared to others. It applies well. It is dewey once on so if you don't want dewey this is not for you. Biggest thing was the color. Even though they color matched me after wearing it the foundation brought out more of the yellow in my skin. I was really hoping this would work. * I have used Tarte's Foundcealer for over seven years, and I always recommend it to my friends!! It is the perfect amount of dewy, all-day coverage. Love it! * I love this! It goes on smoothly with a nice, creamy texture and has great coverage. I love it for my ""no makeup"" days where I want to conceal dark circles and blemishes but don't want to shellac my face with a ton of concealer. Works wonderfully with my mature skin too! * I ordered on line 7/2025.The product arrived with expiration date of 5/2023.Ulta was great and  sent out a new one.The new on arrived,unfortunately it was the same lot number and expiration date.I love Ulta they refunded my money."
70,tula,radiant skin brightening serum skin tint spf 30,pimprod2032850,2598954," * It looks like this is bring discontinued but I am very happy with the product. Good coverage for a skin tint. Lasts the majority of the day with little wear. My skin looks great when I have it on! * Loved the formula, finish and coverage on this product!  So sad they will discontinue 😭 * My heart is breaking knowing this product will be discontinued. This was litterally the best skin tint i ever owned * This is the best tinted moisturizer I have tried! I have combination skin so my skin is very particular about what products I use. I am distraught knowing that this will be discontinued 😭😭 * I have oily skin and this does not work well with it. Also, I don't understand why when I apply, it's like clumps up. Even when others have said you can layer other products with it. I have applied of fresh clean skin and after applying, it would rub off in clumps if I rubbed too much. * I love this product so much, ive been using it for a year. I never been a fan of thick foundation and this product has saved me from looking cakey. I love by itself and when i do a full face of makeup. * You would think this being advertised as clean ingredient based that it wouldnt break you out and the niacinamide would be a great additive to this. But no.. i wore it one time 3 days ago and woke up today with 4 pustils and 1 cystic blemish!"
71,mac,studio fix fluid spf15 24hr matte foundation + oil control,pimprod2044825,2622175," * The old fomula was amazing, had perfect coverage, and didnt cause breakouts. This new formula is runny, doesn't blend as well, and contains salicylic acid which caused dry patches and made my skin flake. * I * I love that it helps control oil in some areas but doesnt dry my skin out in others. It genuinely lasts all day long. I'm a working mom, and i would find other foundations wouldnt look good after only 7 hours. If you're looking for something beautiful and reliable, this is it! * I had to return this foundation. It's very ashy looking. Mac used to blend so easily with my skin tone but now the shades or maybe the undertone is off. * Very good coverage very light doesn't look. I highly recommend. * Yes, it was my birthday. I went in. I got lucky what are the odds? I find my color and it's 75% off. I love it. Good makeup good quality. * This looks fine but I can still smell it hours later. It's gross!! Soo bummed!!"
72,l'orÃ©al,infallible 24h fresh wear foundation in a powder,pimprod2021871,2575170," * Breaks super easily. The color is nice but you need to literally swipe your brush as if it's a feather. * I have oily skin so the product itself worked nicely. But it completely fell out.. like the product wasn't even pressed into the pan or glued or however they make it stay. So starting off my product was a little dirty and broken. But like I said it's fine if you have oily skin, nothing amazing but still worth the price. * It's okay, it's good for sunny days to help protect the face. * This was a great alternative to the MAC powder I was using but this is the third compact I have bought in two months as the powder crumbles and is useless. It's expensive to only last a couple weeks. Not buying again. * I have used this product for a while.  I don't know what has changed but now the powder crumbles before I can get half way through the contents. A huge waste of money. * I have used this product for years, but recently had one of them break/crumble during regular use and had to replace it. My replacement one is now also crumbling after just a few weeks. Will not be buying this ever again :-( * It does stay all day on my mature skin and I try other products but keep coming back to this one. It is tried and true"
73,chanel,les beiges water-fresh tint,pimprod2030055,2574253," * I have somewhat sensitive skin that is very dry so I thought this would be perfect. But it caused my skin to break out all over which is strange since I don't get acne anymore. So I don't know why my skin doesn't like this but it must block my pores too much. * I'm always looking for the ""perfect"" foundation and this is it for me! It's not heavy or sticky…..I can't even tell I have it on. Blends beautifully and doesn't settle into my fine lines and gives me the most natural, beautiful look. I have combo skin and at 60 yrs I have some wrinkles. It evens out my skin and just looks so natural! Hate that its so pricey but for being exactly what I'm looking for, its totally worth it! I'll definitely be repurchasing! * Looks like nothing, feels like nothing, and my face is suddenly illuminated with an angelic glow. Don't know how Chanel does it. * Love this product! I'm 72 covers & blends, while staying light * As a woman who doesn't like thicker foundation, and someone who struggles with dry skin..this product is literally the best I've ever used. It isn't cakey at all. It last. It gives you a flawless overall fresh look. I feel far more confident with this * It's great very delicate product, I love it! * Hate how expensive it is. But i have reactive sensitive crusty dry skin and this is the only tint that doesnt cling to my dry patches and looks naturally radiant. Does not clog pores either."
74,clinique,even better refresh hydrating and repairing makeup foundation,pimprod2004194,2541677," * I love this product and have used it for years.  Please dont discontinue this foundation.  I can't use the one with the SPF included because I'm allergic to sunscreen. 
Thank you * This foundation is such great quality and lasts all day and the best part is its good for your skin and helps wirh hyperpigmentation its so great ! * This is the foundation that me & my family all wear. Clinique has no other foundation with full coverage & a natural finish. I'm so bummed I'll have to find a foundation to use in a different brand. * Love this foundation for my combination skin. * I won't even allow this product to come near my face. It contains an astonishing TWELVE separate forms of silicone (including dimethicone as the 2nd ingredient, following water). This has more silicone than most silicone-based face primers, so if this is what you are seeking, just buy a cheap silicone-based primer and powder; I think you'd end up with a similar result. Even with all it's additives, it still lacks sunscreen (chemical or physical), although the thought of adding sunscreen to this already pore-stifling mixture makes my face sweat just thinking about it.

With a name like Clinique, we except you to formulate proceducts with skin-loving ingredients. Cosmetics companies can no longer get away with adding whatever cheap ingredients they wish in order to achieve the façade of temporarily healthy skin. Consumers have educated themselves and we know too much now.

Do better, Clinique. * Great product * I had high hopes for this foundation since it was described as for very dry mature skin.  Nope, too thick, wrong color choice (my mistake), no matter how lightly I applied it still caked in creases & wrinkles."
75,kvd beauty,good apple skin-perfecting hydrating foundation balm,pimprod2022990,2577085," * First of all i've had the hardest time finding a foundation that actually matches my skin tone which is like a medium, but with cool tones and that just doesn't exist, this matches me almost perfectly. Also all of my other foundations cause laugh lines and this one doesn't. It gives me such an airbrush look, and I do not need a primer with it. I have some discoloration from cystic acne, and it immediately covers it up. I don't even really need concealer. Overall, it's just a really great product. * very satisfied with product * Application, texture, coverage, shade, its all a dream. * I love this makeup!  I have normal/dry skin and it hydrates well without being thick, oily, or heavy.  I have light warm/olive toned skin color Medium 027 is perfect for the winter.  I will go one shade darker for the summer just to add a little extra color.  I use Lancôme Dual Finish Powder Foundation (dry not wet) to set the makeup and it lasts all day.  Stays on even when I've been swimming or working out and sweating. * Literally melts off my face and i have dry skin. Ive tried different primers and it always ends up making me so oily. I never write reviews good or bad but this was just so terrible it deserved one * This foundation is one of my holy grails. It takes some time experimenting with the application but once you get it down it literally wears so well! If you get too heavy handed applying it I can guarantee you won't like it. Also, Light 018 is literally the best shade match I've ever had with a foundation! * Yes, a little goes a long way and I use my fingers to blend, but it's fantastic, the color match is perfect and is hydrating and covers the lines and texture on my 49 year old face. I totally recommend for dry, mature skin."
76,chanel,les beiges healthy glow foundation hydration and longwear,pimprod2030080,2571508," * this really is an incredible foundation. applies like a dream - you could even just smush it on with your fingers and it would still look good. beautiful beautiful natural glowy finish. its really more of a tint than a foundation considering how watery it is. there is a slight smell to it, but its the same fragrance that most of the chanel skincare products have as well so just fyi.
 
HOWEVER there is something wrong with the pump.. it was fine when I received, but after literally the first use whenever I pump it it brings up product around the circumference of the dispenser - i tried to clean it but that ring of foundation is probably stuck there forever (photo attached) i... dont know why that is happening... i didnt drop it or anything i used it, put the cap on, in the morning it kind of exploded and now it keeps leaking product

anyways when I do finish this i would probably check to see if the pump issue is fixed as I don't think its worth purchasing a foundation that leaks as you can't take it anywhere * So I'm aging. No big deal, we all are. But I figured out I can no longer wear the same foundation I wore in my 40's. Tried a frw different ones that were ok or just terrible. Decided to try Chanel. It is worth every penny!! The color match is exact. It goes on smoothly and lasts all day. Really improves my skin tone and smoothness. In fact it feels good on my skin. I totally recommend this foundation. Will be buying again and now looking into other products they have. * I've used a ton of different foundations over my life, and so far this is the best one. It covers well and it doesn't look cake-y on my skin. I am 66 years old with drier patches on my cheeks and I've found this to be moisturizing enough that it helps the drier areas without making the 't-zone' look too shiny. I'd definitely recommend trying it, * If you have mature skin and are looking for natural, medium coverage, this is for you. My only complaint is the fragrance but it fades quickly and the product is so good, I'll live with it. You can sheer it out or build it up and the finish is gorgeous. At 61, my face is showing the years and I went through a dozen foundations before finally finding this. This lasts all day and the finish is truly ""you but better"" with the perfect amount of coverage and dewiness. 10/10 * I absolutely love this foundation. I was scared to try it beacuse of the price but it is worth every penny. It wears beautifully. It doesn't emphasize my blemishes or settle into fine lines. It makes your skin look healthy and hydrated. It lasts throughtout the day and looks natural. I'm super picky when it comes to foundations and this one won me over. * I have been wearing Nars foundation for about a year.  I noticed some issues so decided to try a few other foundations.  As soon as I tried this one I was like wow.  This goes on like a moisturizer.  It's so hydrating. It doesn't settle into fines lines. It's very smooth and has a nice scent.  I'm 54 and have sensitive skin and this works great for my skin.  I bought B20 and the color matches my skin perfect.  I have dry skin and this is a perfect foundation for those with a more dryer complexion and who need that moisture throught the day.  It is a little pricey but to me it's worth the investment in my skin.  Give it a try.  I'm sure you will notice a difference with your skin in a positive way. * Unfortunately this foundation did not make the cut.  I have been trying to find something to replace my go to, Chanel's Vitalumiere Aqua , which apparently Chanel has taken off the shelves to reformulate . 
Chanel's Les Beiges Healthy Glow foundation seemed to be a fit color wise but the scent is overbearing, the coverage is splotchy and it melts right off."
77,clinique,beyond perfecting powder foundation + concealer,xlsimpprod12991071,2291649,
78,pÃ¼r,4-in-1 tinted moisturizer broad spectrum spf 20,xlsimpprod4310009,2241131,
79,too faced,born this way natural finish longwear liquid foundation,xlsimpprod12621017,2290021,
80,pÃ¼r,4-in-1 love your selfie longwear foundation & concealer,pimprod2005671,2544510," * PUR foundation is one of the best product used on my face! My photos are clear when used and makes me smile when I look at myself. Thank you! * I'll always love this foundation. I really hope Ulta doesn't discontinue it entirely. It provides good coverage, it's lightweight, it lasts all day, and it's great for problems skin! * Best foundation I've ever used, I will never buy anything else!!! * I use it to cover my mild melasma and I love it doesn't cake like other products, it feels light and not greasy. * How can you send me used and durty product , i paid my money to receive good quality service but now i will return everything and close my credit card * Color was too dark. * Was recommended this and loved it!"
81,nars,light reflecting advanced skincare foundation,pimprod2030141,2591148," * I recommend everyone, especially now I  turn 42 It makes me look like I'm  30 year old . I like you a lot. * i was so excited to use this foundation only to find out after a couple hours of wearing it, it creases on my skin, dries it up, and gets patchy. i wish i liked this product from how much its praised online. disappointed fr. * Great foundation * After trial and error, this is the foundation that looks best on my extremely fair skin. I apply with a sponge and it lasts all day. Makes my skin look flawless with great coverage. Will repurchase! * From a little distance it looks great. Up close it looks a mess. I always use moisturizer before applying my makeup and this stuff does not blend into my skin well and makes my face look dry * They were out of my normal foundation from nars. It has good coverage but it runny when you put it on and doesnt have the same luster as radiant wear foundation. Its ok for a change but wouldn't purchase again. * I used the foundation finder tool on NARS' website and it recommended the shade Patagonia.  It was a perfect match!  I apply it with a brush and use 2 tiny pumps of foundation and it covers everything - blemishes, dark circles, etc.  Does not look like I am wearing foundation which is the key."
82,chanel,vitalumiÃ¨re aqua ultra-light skin perfecting sunscreen makeup broad spectrum spf 15,pimprod2030103,2528581," * I have bought and returned endless amounts of foundations in the past; I'm sticking to this one until the day they stop making it or switch the formula. You get the no-makeup makeup look effortlessly. I don't use a brush or sponge to apply, just my fingers, and a dime size covers my face. I got lucky; I stocked up before y'all sold it out! Yet, I'm glad you all found something that fits well! * Great color and application however through out the day starts to leave my skin a little greasy. * I've bought this twice now , trying to get it to work for me. I've used it with primer, no primer, fingers, sponge, brush. Its always peels and looks terrible. I'm pretty knowlegable when it comes to makeup and I've used alot of different foundations. I love Chanel and love some of their other foundation, but not this one. * I've been wearing this for 4 years and will never buy another.  It goes on light and easy, adds a nice luminous glow to my skin and provides even and light coverage. * Thank goodness ULTA Carrie's this now!! The ONLY foundation that does NOT settle in your fine lines and I have mega lines still doesn't settle, I LOVE THIS FOUNDATION, please chanel never discontinue this! * I love how my skin feels with this Chanel foundation it looks and feels so smooth. I've been using it for five years now. * I've literally tried 5 foundations in the last 2 months all claiming to do the same thing. I have acne scars very large pores deep smile lines that collect the makeup.... And I'm 53. All the nightmares!!!!  This foundation!!!  I mean common!!!  It covered everything!  It blurred the pores on my nose, which nothing ever has, it didn't settle it those deep lines, even the ones in the corner of my mouth!!!  I looked Dewey all day!  I felt like I was wearing nothing. It wasn't even the right shade cause they were out but I just used a bit of bronzer and omg perfection!!  I will never ever use anything else. Yes it's a bit fragrant but that disappears in a few hours no big deal."
83,smashbox,halo healthy glow tinted moisturizer broad spectrum spf 25,pimprod2016307,2568499," * I have been searching for years for a light coverage product that will just even out my skin tone without feeling heavy at all. I am really particular about my facial products and any kind of makeup- if it feels heavy at all, I won't continue to use it. this product is perfect for me! I have again, dry 40 year old skin. I do my skin care and apply this right after my moisturizer and it evens me out beautifully while allowing my skin to breathe! I wear light neutral shade and there's zero orange undertone. I can't feel the product on my face, it just feels like part of my skin care routine. it also contains SPF which is a huge plus as well. wears perfectly all day long without making me greasy at all, which tends to happen with all foundations I've tried. this covers all my redness which is exactly what I need. no breakouts and no scent. please never stop making this! * It was on clearance and I see why. If you have acne prone skin run the other direction from this product. I tried twice before realizing this was the root of my end of day flare ups!!! It did not take long for it to form cysts. * now that I'm in my 40s, my skin is changing. it's more dry and my pores are bigger, in addition to having discoloration from previous years of tanning and no SPF. I was looking for something very lightweight that I can't feel, that contains SPF and also evens out my skin tone while adding some glow. a tall order, but this product full the bill in full! I tried it without putting on moisturizer first, and I wouldnt recommend that. it wasn't quite moisturizing enough to stand on its own for me. so if you are drier, definitely moisturize first then apply right away. the glow is beautiful but not at all greasy. it blended right in with no tool needed, and my cream blush went on over it perfectly. didn't feel heavy at all either. in fact I forgot id put it on at all after a half hour or so. it evened out my skin tone beautifully while allowing my freckles to show through a little too. love it! * Goes on great! Even skin tone without looking like you are wearing too much makeup. * I love this product. It's light weight. It has a natural glow. You can wear it alone. I top it with a pressed powder foundation. I like that it has SPF coverage in it. It works good for my oily/combo skin. You just need to set it well with a good pressed powder. * Goes on nice and light like a bb , also fades quite quickly .  Good for minimalists * okay. if there is any review you listen to let it be this one. the product is ungodly hard to squeeze out of the package. it dries INSTANTLY and flakes everywhere. It is streaky and DRYING. the shades ranges are all tones of YELLOW. WHO WANTS THAT."
